# Licenses generated through npm License checker (BDS-3-Clause)
"module name","license","repository"
"@jest/test-result@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/test-sequencer@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/transform@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/types@29.6.3","MIT","https://github.com/jestjs/jest"
"@jridgewell/gen-mapping@0.3.3","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.1","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.1.2","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/sourcemap-codec@1.4.15","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.19","MIT","https://github.com/jridgewell/trace-mapping"
"@jridgewell/trace-mapping@0.3.9","MIT","https://github.com/jridgewell/trace-mapping"
"@sinclair/typebox@0.27.8","MIT","https://github.com/sinclairzx81/typebox"
"@sinonjs/commons@3.0.0","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@10.3.0","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@tsconfig/node10@1.0.9","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node12@1.0.11","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node14@1.0.3","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node16@1.0.4","MIT","https://github.com/tsconfig/bases"
"@types/babel__core@7.20.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.20.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/chai@4.3.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cucumber@4.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graceful-fs@4.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@20.8.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@2.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@21.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@17.0.28","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"acorn-walk@8.2.0","MIT","https://github.com/acornjs/acorn"
"acorn@8.10.0","MIT","https://github.com/acornjs/acorn"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@3.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"arg@4.1.3","MIT","https://github.com/zeit/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assertion-error-formatter@2.0.1","MIT","https://github.com/charlierudolph/node-assertion-error-formatter"
"assertion-error@1.1.0","MIT","https://github.com/chaijs/assertion-error"
"babel-jest@29.7.0","MIT","https://github.com/jestjs/jest"
"babel-plugin-istanbul@6.1.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@29.6.3","MIT","https://github.com/jestjs/jest"
"babel-preset-current-node-syntax@1.0.1","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax"
"babel-preset-jest@29.6.3","MIT","https://github.com/jestjs/jest"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"becke-ch--regex--s0-0-v1--base--pl--lib@1.4.0","MIT*","file:///ws/tool/becke-ch--regex--s0-v1"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"browserslist@4.22.1","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30001549","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chai@4.3.10","MIT","https://github.com/chaijs/chai"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"char-regex@1.0.2","MIT","https://github.com/Richienb/char-regex"
"check-error@1.0.3","MIT","https://github.com/chaijs/check-error"
"ci-info@3.9.0","MIT","https://github.com/watson/ci-info"
"cjs-module-lexer@1.2.3","MIT","https://github.com/nodejs/cjs-module-lexer"
"cli-table3@0.5.1","MIT","https://github.com/cli-table/cli-table3"
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"co@4.6.0","MIT","https://github.com/tj/co"
"collect-v8-coverage@1.0.2","MIT","https://github.com/SimenB/collect-v8-coverage"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"colors@1.4.0","MIT","https://github.com/Marak/colors.js"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"core-js@2.6.12","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"create-jest@29.7.0","MIT","https://github.com/jestjs/jest"
"create-require@1.1.1","MIT","https://github.com/nuxt-contrib/create-require"
"cross-env@7.0.3","MIT","https://github.com/kentcdodds/cross-env"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"cucumber-expressions@6.6.2","MIT","https://github.com/cucumber/cucumber-expressions-javascript"
"cucumber-pretty@1.5.2","MIT","https://github.com/kozhevnikov/cucumber-pretty"
"cucumber-tag-expressions@1.1.1","MIT","https://github.com/cucumber/tag-expressions-javascript"
"cucumber-tsflow@3.4.1","MIT","https://github.com/timjroberts/cucumber-js-tsflow"
"cucumber@5.1.0","MIT","https://github.com/cucumber/cucumber-js"
"d@1.0.1","ISC","https://github.com/medikoo/d"
"date-format@4.0.14","MIT","https://github.com/nomiddlename/date-format"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.3.4","MIT","https://github.com/debug-js/debug"
"debuglog@1.0.1","MIT","https://github.com/sam-github/node-debuglog"
"dedent@1.5.1","MIT","https://github.com/dmnd/dedent"
"deep-eql@4.1.3","MIT","https://github.com/chaijs/deep-eql"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"detect-newline@3.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"dezalgo@1.0.4","ISC","https://github.com/npm/dezalgo"
"diff-sequences@29.6.3","MIT","https://github.com/jestjs/jest"
"diff@3.5.0","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"diff@4.0.2","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"dotenv@16.3.1","BSD-2-Clause","https://github.com/motdotla/dotenv"
"duration@0.2.2","ISC","https://github.com/medikoo/duration"
"electron-to-chromium@1.4.556","ISC","https://github.com/kilian/electron-to-chromium"
"emittery@0.13.1","MIT","https://github.com/sindresorhus/emittery"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"error-stack-parser@2.1.4","MIT","https://github.com/stacktracejs/error-stack-parser"
"es5-ext@0.10.62","ISC","https://github.com/medikoo/es5-ext"
"es6-iterator@2.0.3","MIT","https://github.com/medikoo/es6-iterator"
"es6-symbol@3.1.3","ISC","https://github.com/medikoo/es6-symbol"
"escalade@3.1.1","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@2.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"execa@5.1.1","MIT","https://github.com/sindresorhus/execa"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expect@29.7.0","MIT","https://github.com/jestjs/jest"
"ext@1.7.0","ISC","https://github.com/medikoo/es5-ext.git#ext"
"extsprintf@1.4.1","MIT","https://github.com/davepacheco/node-extsprintf"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fb-watchman@2.0.2","Apache-2.0","https://github.com/facebook/watchman"
"figures@2.0.0","MIT","https://github.com/sindresorhus/figures"
"figures@3.2.0","MIT","https://github.com/sindresorhus/figures"
"fill-range@7.0.1","MIT","https://github.com/jonschlinkert/fill-range"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"flatted@3.2.9","ISC","https://github.com/WebReflection/flatted"
"fs-extra@8.1.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fsevents@2.3.3","MIT","https://github.com/fsevents/fsevents"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-func-name@2.0.2","MIT","https://github.com/chaijs/get-func-name"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type"
"get-stream@6.0.1","MIT","https://github.com/sindresorhus/get-stream"
"gherkin@5.1.0","MIT","https://github.com/cucumber/gherkin-javascript"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has@1.0.4","MIT","https://github.com/tarruda/has"
"hosted-git-info@2.8.9","ISC","https://github.com/npm/hosted-git-info"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"human-signals@2.1.0","Apache-2.0","https://github.com/ehmicky/human-signals"
"iconv-lite@0.6.3","MIT","https://github.com/ashtuchkin/iconv-lite"
"import-local@3.1.0","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"indent-string@3.2.0","MIT","https://github.com/sindresorhus/indent-string"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-core-module@2.13.0","MIT","https://github.com/inspect-js/is-core-module"
"is-fullwidth-code-point@2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-generator-fn@2.1.0","MIT","https://github.com/sindresorhus/is-generator-fn"
"is-generator@1.0.3","MIT","https://github.com/blakeembrey/is-generator"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-stream@1.1.0","MIT","https://github.com/sindresorhus/is-stream"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"istanbul-lib-coverage@3.2.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-instrument@5.2.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-instrument@6.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-report@3.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-source-maps@4.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-reports@3.1.6","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"jest-changed-files@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-circus@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-cli@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-config@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-diff@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-docblock@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-each@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-environment-node@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-get-type@29.6.3","MIT","https://github.com/jestjs/jest"
"jest-haste-map@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-leak-detector@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-matcher-utils@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-message-util@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-mock@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-pnp-resolver@1.2.3","MIT","https://github.com/arcanis/jest-pnp-resolver"
"jest-regex-util@29.6.3","MIT","https://github.com/jestjs/jest"
"jest-resolve-dependencies@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-resolve@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-runner@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-runtime@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-snapshot@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-util@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-validate@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-watcher@29.7.0","MIT","https://github.com/jestjs/jest"
"jest-worker@29.7.0","MIT","https://github.com/jestjs/jest"
"jest@29.7.0","MIT","https://github.com/jestjs/jest"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@3.14.1","MIT","https://github.com/nodeca/js-yaml"
"jsesc@2.5.2","MIT","https://github.com/mathiasbynens/jsesc"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-stringify-safe@5.0.1","ISC","https://github.com/isaacs/json-stringify-safe"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"jsonfile@4.0.0","MIT","https://github.com/jprichardson/node-jsonfile"
"kleur@3.0.3","MIT","https://github.com/lukeed/kleur"
"knuth-shuffle-seeded@1.0.6","Apache-2.0","https://github.com/TimothyGu/knuth-shuffle-seeded"
"leven@3.1.0","MIT","https://github.com/sindresorhus/leven"
"license-checker@25.0.1","BSD-3-Clause","https://github.com/davglass/license-checker"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"locate-path@5.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash"
"log4js@6.9.1","Apache-2.0","https://github.com/log4js-node/log4js-node"
"loupe@2.3.7","MIT","https://github.com/chaijs/loupe"
"lower-case@1.1.4","MIT","https://github.com/blakeembrey/lower-case"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@6.0.0","ISC","https://github.com/isaacs/node-lru-cache"
"make-dir@4.0.0","MIT","https://github.com/sindresorhus/make-dir"
"make-error@1.3.6","ISC","https://github.com/JsCommunity/make-error"
"makeerror@1.0.12","BSD-3-Clause","https://github.com/daaku/nodejs-makeerror"
"merge-stream@2.0.0","MIT","https://github.com/grncdr/merge-stream"
"micromatch@4.0.5","MIT","https://github.com/micromatch/micromatch"
"mimic-fn@2.1.0","MIT","https://github.com/sindresorhus/mimic-fn"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
"mkdirp@0.5.6","MIT","https://github.com/substack/node-mkdirp"
"ms@2.1.2","MIT","https://github.com/zeit/ms"
"mz@2.7.0","MIT","https://github.com/normalize/mz"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"needle@3.2.0","MIT","https://github.com/tomas/needle"
"next-tick@1.1.0","ISC","https://github.com/medikoo/next-tick"
"nice-try@1.0.5","MIT","https://github.com/electerious/nice-try"
"no-case@2.3.2","MIT","https://github.com/blakeembrey/no-case"
"nock@13.3.4","MIT","https://github.com/nock/nock"
"node-int64@0.4.0","MIT","https://github.com/broofa/node-int64"
"node-releases@2.0.13","MIT","https://github.com/chicoxyzzy/node-releases"
"nopt@4.0.3","ISC","https://github.com/npm/nopt"
"normalize-package-data@2.5.0","BSD-2-Clause","https://github.com/npm/normalize-package-data"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"npm-normalize-package-bin@1.0.1","ISC","https://github.com/npm/npm-normalize-package-bin"
"npm-run-path@4.0.1","MIT","https://github.com/sindresorhus/npm-run-path"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"onetime@5.1.2","MIT","https://github.com/sindresorhus/onetime"
"os-homedir@1.0.2","MIT","https://github.com/sindresorhus/os-homedir"
"os-tmpdir@1.0.2","MIT","https://github.com/sindresorhus/os-tmpdir"
"osenv@0.1.5","ISC","https://github.com/npm/osenv"
"p-limit@2.3.0","MIT","https://github.com/sindresorhus/p-limit"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@4.1.0","MIT","https://github.com/sindresorhus/p-locate"
"p-try@2.2.0","MIT","https://github.com/sindresorhus/p-try"
"pad-right@0.2.2","MIT","https://github.com/jonschlinkert/pad-right"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-key@2.0.1","MIT","https://github.com/sindresorhus/path-key"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"pathval@1.1.1","MIT","https://github.com/chaijs/pathval"
"picocolors@1.0.0","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"pirates@4.0.6","MIT","https://github.com/danez/pirates"
"pkg-dir@4.2.0","MIT","https://github.com/sindresorhus/pkg-dir"
"pretty-format@29.7.0","MIT","https://github.com/jestjs/jest"
"progress@2.0.3","MIT","https://github.com/visionmedia/node-progress"
"prompts@2.4.2","MIT","https://github.com/terkelg/prompts"
"propagate@2.0.1","MIT","https://github.com/nock/propagate"
"pure-rand@6.0.4","MIT","https://github.com/dubzzz/pure-rand"
"react-is@18.2.0","MIT","https://github.com/facebook/react"
"read-installed@4.0.3","ISC","https://github.com/isaacs/read-installed"
"read-package-json@2.1.2","ISC","https://github.com/npm/read-package-json"
"readdir-scoped-modules@1.1.0","ISC","https://github.com/npm/readdir-scoped-modules"
"regenerator-runtime@0.13.11","MIT","https://github.com/facebook/regenerator/tree/main/packages/runtime"
"repeat-string@1.6.1","MIT","https://github.com/jonschlinkert/repeat-string"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"resolve-cwd@3.0.0","MIT","https://github.com/sindresorhus/resolve-cwd"
"resolve-from@5.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve.exports@2.0.2","MIT","https://github.com/lukeed/resolve.exports"
"resolve@1.22.8","MIT","https://github.com/browserify/resolve"
"rfdc@1.3.0","MIT","https://github.com/davidmarkclements/rfdc"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"sax@1.3.0","ISC","https://github.com/isaacs/sax-js"
"seed-random@2.2.0","MIT","https://github.com/ForbesLindesay/seed-random"
"semver@5.7.2","ISC","https://github.com/npm/node-semver"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.5.4","ISC","https://github.com/npm/node-semver"
"serialize-error@3.0.0","MIT","https://github.com/sindresorhus/serialize-error"
"shebang-command@1.2.0","MIT","https://github.com/kevva/shebang-command"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@1.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"signal-exit@3.0.7","ISC","https://github.com/tapjs/signal-exit"
"sisteransi@1.0.5","MIT","https://github.com/terkelg/sisteransi"
"slash@3.0.0","MIT","https://github.com/sindresorhus/slash"
"slide@1.1.6","ISC","https://github.com/isaacs/slide-flow-control"
"source-map-support@0.5.13","MIT","https://github.com/evanw/node-source-map-support"
"source-map-support@0.5.21","MIT","https://github.com/evanw/node-source-map-support"
"source-map@0.5.6","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"spdx-compare@1.0.0","MIT","https://github.com/kemitchell/spdx-compare.js"
"spdx-correct@3.2.0","Apache-2.0","https://github.com/jslicense/spdx-correct.js"
"spdx-exceptions@2.3.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json"
"spdx-expression-parse@3.0.1","MIT","https://github.com/jslicense/spdx-expression-parse.js"
"spdx-license-ids@3.0.16","CC0-1.0","https://github.com/jslicense/spdx-license-ids"
"spdx-ranges@2.1.1","(MIT AND CC-BY-3.0)","https://github.com/kemitchell/spdx-ranges.js"
"spdx-satisfies@4.0.1","MIT","https://github.com/kemitchell/spdx-satisfies.js"
"sprintf-js@1.0.3","BSD-3-Clause","https://github.com/alexei/sprintf.js"
"stack-chain@2.0.0","MIT","https://github.com/AndreasMadsen/stack-chain"
"stack-generator@2.0.10","MIT","https://github.com/stacktracejs/stack-generator"
"stack-utils@2.0.6","MIT","https://github.com/tapjs/stack-utils"
"stackframe@1.3.4","MIT","https://github.com/stacktracejs/stackframe"
"stacktrace-gps@3.1.2","MIT","https://github.com/stacktracejs/stacktrace-gps"
"stacktrace-js@2.0.2","MIT","https://github.com/stacktracejs/stacktrace.js"
"streamroller@3.1.5","MIT","https://github.com/log4js-node/streamroller"
"string-argv@0.1.1","MIT","https://github.com/mccormicka/string-argv"
"string-length@4.0.2","MIT","https://github.com/sindresorhus/string-length"
"string-width@2.1.1","MIT","https://github.com/sindresorhus/string-width"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
